name,state,website,domain,twitter,youtube,facebook,owner,medium,source,collection_date
Waitsburg Times,WA,http://www.waitsburgtimes.com,waitsburgtimes.com,,,https://www.facebook.com/waitsburgtimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Walla Walla Union-Bulletin,WA,http://union-bulletin.com,union-bulletin.com,ubnews,https://www.youtube.com/user/unionbulletin/videos,https://www.facebook.com/unionbulletin,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Wenatchee World,WA,http://www.wenatcheeworld.com,wenatcheeworld.com,wenatcheeworld,https://www.youtube.com/user/wenatcheeworld/videos,https://www.facebook.com/WenatcheeWorld,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Enterprise,WA,http://www.whitesalmonenterprise.com,whitesalmonenterprise.com,,,https://www.facebook.com/pages/White-Salmon-Enterprise/300894659968068,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Woodinville Weekly ,WA,http://www.nwnews.com,nwnews.com,WdvlWeekly,,https://www.facebook.com/pages/Woodinville-Weekly/72744598345,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Yakima Herald-Republic,WA,http://www.yakimaherald.com,yakimaherald.com,Yakima_Herald,https://www.youtube.com/user/yakimaherald/videos,https://www.facebook.com/yakimaheraldrepublic,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Nisqually Valley News,WA,http://www.yelmonline.com,yelmonline.com,nisqvalleynews,https://www.youtube.com/user/nisquallyvalleynews/videos,https://www.facebook.com/nisquallyvalleynews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Business Pulse,WA,http://www.businesspulse.com,businesspulse.com,,,https://www.facebook.com/pages/Business-Pulse-Magazine/438836552827947,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Northwest Sailing,WA,http://www.48north.com,48north.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Northwest Travel,WA,http://www.ohwy.com/or/x/xnwt.htm,ohwy.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
Your Guide to WA,WA,http://www.youra.com,youra.com,danyoura,http://www.youtube.com/user/danyoura,https://www.facebook.com/dan.youra,,Magazines,usnpl.com,2018-08-02 14:55:24.612585
The Observer,WA,http://www.cwuobserver.com,cwuobserver.com,CWUObserver,http://www.youtube.com/user/CentralWashU,https://www.facebook.com/CWUObserver,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Easterner Online,WA,http://easterneronline.com,easterneronline.com,easterneronline,,https://www.facebook.com/TheEasterner,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Mast,WA,http://www.plu.edu/mast,plu.edu,plumast,,,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Spectator Online,WA,http://www.seattlespectator.com,seattlespectator.com,SU_Spectator,http://www.youtube.com/user/SpectatorSU,https://www.facebook.com/SeattleSpectator,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Univ of WA Daily,WA,http://www.thedaily.washington.edu,thedaily.washington.edu,thedaily,,https://www.facebook.com/TheDaily,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ledger,WA,http://www.uwtledger.com,uwtledger.com,uwtledger,http://www.youtube.com/uwtledger,https://www.facebook.com/uwt.ledger,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Evergreen,WA,http://dailyevergreen.wsu.edu,dailyevergreen.wsu.edu,DailyEvergreen,,https://www.facebook.com/TheDailyEvergreen,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Western Front,WA,http://www.westernfrontonline.net,westernfrontonline.net,thefrontonline,http://www.youtube.com/user/westernfrontonline,https://www.facebook.com/westernfrontonline,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Pioneer,WA,http://whitmanpioneer.com,whitmanpioneer.com,whitmanpio,,https://www.facebook.com/whitmanpioneer,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Whitworthian,WA,http://thewhitworthian.com,thewhitworthian.com,TheWhitworthian,http://www.youtube.com/user/TheWhitworthian,https://www.facebook.com/Whitworthian,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Tribune-Phonograph,WI,http://www.centralwinews.com/tribune-phonograph,centralwinews.com,,,https://www.facebook.com/pages/wwwcentralwinewscom/130416110381,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Antigo Daily Journal,WI,http://www.antigodailyjournal.com,antigodailyjournal.com,AntigoDJ,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Post-Crescent,WI,http://www.postcrescent.com,postcrescent.com,postcrescent,,https://www.facebook.com/postcrescent,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Scene,WI,http://scenenewspaper.com,scenenewspaper.com,,,https://www.facebook.com/TheSceneNewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Press,WI,http://www.apg-wi.com/ashland_daily_press,apg-wi.com,AshlandDailyPre,https://www.youtube.com/user/ashlanddailypress/videos,https://www.facebook.com/pages/Ashland-Daily-Press/143201255699653,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Augusta Area Times,WI,http://www.augustatimes.net,augustatimes.net,,,https://www.facebook.com/pages/Tri-County-NewsAugusta-Area-Times/163334460351510,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Baraboo News Republic,WI,http://www.wiscnews.com/baraboonewsrepublic,wiscnews.com,News_Republic,https://www.youtube.com/user/BarabooNewsRepublic1/videos,https://www.facebook.com/BarabooNewsRepublic,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Barron News-Shield,WI,http://www.news-shield.com,news-shield.com,,,https://www.facebook.com/NewsShield/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Citizen,WI,http://www.wiscnews.com/bdc,wiscnews.com,BDCitizen,https://www.youtube.com/user/BeaverDamDailyCitize,https://www.facebook.com/beaverdamdailycitizen,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Beloit Daily News,WI,http://www.beloitdailynews.com,beloitdailynews.com,BDNConnection,https://www.youtube.com/channel/UC323_FVc8rL1OrRTGYj8zaA/videos,https://www.facebook.com/BeloitDailyNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Jackson Co. Chronicle,WI,http://lacrossetribune.com/jacksoncochronicle,lacrossetribune.com,,,https://www.facebook.com/pages/Jackson-County-Chronicle/273530909336805,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Bloomer Advance,WI,http://www.bloomeradvance.com,bloomeradvance.com,,https://www.youtube.com/channel/UCAetchNO44_9WuBGbLYHuoQ,https://www.facebook.com/bloomeradvance,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Independent Register,WI,http://www.indreg.com,indreg.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Chetek Alert,WI,http://www.chetekalert.com,chetekalert.com,,https://www.youtube.com/channel/UCWIf0YXnZ2BZu6waWbJqCpg,https://www.facebook.com/chetekalert,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Chippewa Herald,WI,http://chippewa.com,chippewa.com,chippewaherald,https://www.youtube.com/channel/UCiUbpnQC9lsoJziwaKbsFLg,https://www.facebook.com/ChippewaHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Cumberland Advocate,WI,http://www.cumberland-advocate.com,cumberland-advocate.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Courier-Wedge ,WI,http://gmdmedia.net/courier-wedge,gmdmedia.net,,,https://www.facebook.com/CourierWedge,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Vilas County News-Review,WI,http://www.vcnewsreview.com,vcnewsreview.com,,https://www.youtube.com/channel/UCLCEW0-Xs1-l_LsxH1NjmxA,https://www.facebook.com/vcnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Leader Telegram,WI,http://www.leadertelegram.com,leadertelegram.com,leadertelegram,https://www.youtube.com/user/LeaderTelegram/videos,https://www.facebook.com/pages/Leader-Telegram/299437708783,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Record Review,WI,http://centralwinews.com/record-review,centralwinews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Pierce County Herald,WI,http://www.piercecountyherald.com,piercecountyherald.com,piercecounty,,https://www.facebook.com/pages/Pierce-County-Herald/138576996175305,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Florence Mining News,WI,http://www.florence-forestnews.com,florence-forestnews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Fond Du Lac Reporter,WI,http://www.fdlreporter.com,fdlreporter.com,fdlreporter,,https://www.facebook.com/TheFdLReporter,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Jefferson Co Union,WI,http://www.dailyunion.com,dailyunion.com,DUNews,https://www.youtube.com/user/DailyUnion/videos,https://www.facebook.com/DailyJeffersonCountyUnion,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Inter-County Leader,WI,http://www.leadernewsroom.com,leadernewsroom.com,leadernewsroom,,https://www.facebook.com/intercountyleader,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Burnett County Sentinel,WI,http://www.presspubs.com/burnett,presspubs.com,,,https://www.facebook.com/pages/Burnett-County-Sentinel/275233099269880,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Green Bay Press Gazette,WI,http://www.greenbaypressgazette.com,greenbaypressgazette.com,gbpressgazette,https://www.youtube.com/user/gbpressgazette/videos,https://www.facebook.com/gbpressgazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sawyer County Record,WI,http://www.apg-wi.com/sawyer_county_record,apg-wi.com,SawyerCoRecord,https://www.youtube.com/user/SawyerCountyRecord/videos,https://www.facebook.com/sawyercountyrecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Hudson Star Observer,WI,http://www.hudsonstarobserver.com,hudsonstarobserver.com,hudsonwi,,https://www.facebook.com/hudsonstarobserver,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Iron County Miner,WI,http://ironcountyminer.com,ironcountyminer.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Janesville Gazette,WI,http://www.gazettextra.com,gazettextra.com,gazettextra,https://www.youtube.com/user/gazettextra/videos,https://www.facebook.com/JanesvilleGazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Kaukauna Times-Villager,WI,http://wrightstownspirit.com,wrightstownspirit.com,,,https://www.facebook.com/pages/Times-Villager/158032984163,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Kenosha News,WI,http://www.kenoshanews.com,kenoshanews.com,Kenosha_News,https://www.youtube.com/user/KenoshaNews/videos,https://www.facebook.com/Kenosha.News,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
La Crosse Tribune,WI,http://lacrossetribune.com,lacrossetribune.com,lacrossetribune,https://www.youtube.com/user/TheLacrosseTribune/videos,https://www.facebook.com/lacrossetribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ladysmith News,WI,http://www.ladysmithnews.com,ladysmithnews.com,ladysmithnews,https://www.youtube.com/user/Ladysmithnews/videos,https://www.facebook.com/pages/Ladysmith-News/124980300858613,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Lake Geneva News,WI,http://www.lakegenevanews.net,lakegenevanews.net,LGOnline,https://www.youtube.com/user/LGRNvideos/videos,https://www.facebook.com/LakeGenevaRegionalNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Capital Times,WI,http://host.madison.com/ct,host.madison.com,captimes,https://www.youtube.com/user/capitaltimes/videos,https://www.facebook.com/CapTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Isthmus,WI,http://www.isthmus.com,isthmus.com,isthmus,https://www.youtube.com/user/IsthmusMadison/videos,https://www.facebook.com/IsthmusMadison,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Wisconsin State Journal,WI,http://host.madison.com/wsj,host.madison.com,wistatejournal,https://www.youtube.com/user/madisondotcomvids/videos,https://www.facebook.com/WisconsinStateJournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Herald Times Reporter,WI,http://www.htrnews.com,htrnews.com,htrnews,,https://www.facebook.com/HeraldTimesReporter,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Eagle Herald,WI,http://ehextra.com,ehextra.com,EagleHerald,https://www.youtube.com/user/EagleHerald/videos,https://www.facebook.com/EagleHerald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Marshfield News-Herald,WI,http://www.marshfieldnewsherald.com,marshfieldnewsherald.com,mnherald,,https://www.facebook.com/MarshfieldNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Star News,WI,http://centralwinews.com/star-news,centralwinews.com,,https://www.youtube.com/user/StarNewsMedford/videos,https://www.facebook.com/MedfordStarNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Dunn County News,WI,http://chippewa.com/dunnconnect,chippewa.com,,,https://www.facebook.com/DunnCountyNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Merrill Foto News,WI,http://www.merrillfotonews.com,merrillfotonews.com,,https://www.youtube.com/channel/UCAFuhBOu-oiMc5AgJjF-5-Q,https://www.facebook.com/merrill.fotonews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
BizTimes,WI,http://www.biztimes.com,biztimes.com,biztimesmedia,https://www.youtube.com/user/BizTimes/videos,https://www.facebook.com/BizTimesMedia,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Business Journal,WI,http://www.bizjournals.com/milwaukee,bizjournals.com,MKEBizJournal,,https://www.facebook.com/MKEBizJournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
El Conquistador,WI,http://www.conquistadornews.com,conquistadornews.com,,,https://www.facebook.com/conquistadornewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Milwaukee Journal Sentinel,WI,http://www.jsonline.com,jsonline.com,JournalSentinel,https://www.youtube.com/user/jsonline/videos,https://www.facebook.com/journalsentinel,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Shepherd Express,WI,http://shepherdexpress.com,shepherdexpress.com,shepherdexpress,https://www.youtube.com/channel/UClW4G-8gVQDD5nYMwQXCROQ/videos,https://www.facebook.com/ShepherdExpress,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Spanish Journal,WI,http://www.spanishjournal.com,spanishjournal.com,SpanishJournal,,https://www.facebook.com/spanishjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Lakeland Times,WI,http://www.lakelandtimes.com,lakelandtimes.com,,https://www.youtube.com/user/thelakelandtimes/videos,https://www.facebook.com/pages/The-Lakeland-Times/110802095670137,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Herald-News,WI,http://www.mondoviherald.net,mondoviherald.net,,,https://www.facebook.com/MondoviHeraldNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Monroe Times,WI,http://themonroetimes.com,themonroetimes.com,MonroeTimes,https://www.youtube.com/user/monroetimes/videos,https://www.facebook.com/monroetimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Marquette County Tribune,WI,http://www.marquettecountytribune.com,marquettecountytribune.com,,https://www.youtube.com/user/MarquetteTribune,https://www.facebook.com/Marquette-County-Tribune-Post-167989203254723/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Richmond News,WI,http://www.rivertowns.net,rivertowns.net,newrichmondnews,,https://www.facebook.com/newrichmondnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Courier Life News,WI,http://lacrossetribune.com/courierlifenews,lacrossetribune.com,LaCrosseTribune,https://www.youtube.com/user/TheLacrosseTribune/videos,https://www.facebook.com/lacrossetribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Oregon Observer,WI,http://www.connectoregonwi.com,connectoregonwi.com,OregonObserver1,,https://www.facebook.com/pages/Oregon-Observer/229742493727269,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
The Northwestern,WI,http://www.thenorthwestern.com,thenorthwestern.com,onwnews,https://www.youtube.com/channel/UC4m1rBV_a4cVnleOOyCExCQ,https://www.facebook.com/oshkoshnorthwestern,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Tri-County News,WI,http://www.gmdmedia.net/tri-county-news,gmdmedia.net,,,https://www.facebook.com/Tri-County-NewsAugusta-Area-Times-163334460351510/timeline/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Price County Review,WI,http://www.apg-wi.com/price_county_review,apg-wi.com,PriceCountyDail,https://www.youtube.com/user/PriceCountyDaily/videos,https://www.facebook.com/pages/PriceCountyDailycom/296062510446814,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Peshtigo Times,WI,http://www.peshtigotimes.net,peshtigotimes.net,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Review,WI,http://www.plymouth-review.com,plymouth-review.com,,,https://www.facebook.com/pages/Plymouth-review/117862221677721,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Ozaukee Press,WI,http://www.ozaukeepress.com,ozaukeepress.com,,,https://www.facebook.com/ozaukeepress,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Daily Register,WI,http://www.wiscnews.com/portagedailyregister,wiscnews.com,PDRnews,https://www.youtube.com/user/pdrnews/videos,https://www.facebook.com/PortageDailyRegister,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Journal Times,WI,http://journaltimes.com,journaltimes.com,journaltimes,https://www.youtube.com/user/newsroomiphone/videos,https://www.facebook.com/JournalTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sounder,WI,http://www.thesounder.com,thesounder.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Reedsburg Times Press,WI,http://www.wiscnews.com/reedsburgtimespress,wiscnews.com,Times_Press,http://www.youtube.com/user/ReedsburgTimesPress,https://www.facebook.com/ReedsburgTimesPress,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Northwoods River News,WI,http://www.rivernewsonline.com,rivernewsonline.com,NWoodsRiverNews,,https://www.facebook.com/TheNorthwoodsRiverNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Rice Lake Chronotype,WI,http://www.apg-wi.com/rice_lake_chronotype,apg-wi.com,RLnewspaper,https://www.youtube.com/channel/UC2mTGPjKAkH-_Cwf5AFTmug,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
River Falls Journal,WI,http://www.riverfallsjournal.com,riverfallsjournal.com,riverfallsj,,https://www.facebook.com/riverfallsjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sauk Prairie Eagle,WI,http://www.wiscnews.com/saukprairieeagle,wiscnews.com,thespeagle,https://www.youtube.com/user/saukprairieeagle/videos,https://www.facebook.com/saukprairieeagle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Shawano Leader,WI,http://www.shawanoleader.com,shawanoleader.com,ShawanoLeader,https://www.youtube.com/user/TheShawanoLeader/videos,https://www.facebook.com/shawanoleader,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
Sheboygan Press,WI,http://www.sheboyganpress.com,sheboyganpress.com,SheboyganPress,,https://www.facebook.com/pages/The-Sheboygan-Press/97657252278,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585
