city	id	owner	state	station_info	station_name	subchannels	website	source	collection_date
 Sioux Falls		 Central Plains Media	SD	 Low-Power - 7.57 kW	KCPO-LP		http://www.kcpo.tv/	stationindex	2018-08-02 14:55:24.612585
 Sioux Falls	" ""Sioux Falls CW"""	 Rapid Broadcasting	SD	 Digital Full-Power - 2650 kW	KWSD			stationindex	2018-08-02 14:55:24.612585
 Sioux Falls	" ""KDLT News"""		SD	 Digital Full-Power - 4000 kW	KDLT		http://www.kdlt.com/	stationindex	2018-08-02 14:55:24.612585
 Lansing	" ""6 News"""	 Nexstar Media Group	MI	 Digital Full-Power - 483.3 kW	WLNS		http://www.wlns.com/	stationindex	2018-08-02 14:55:24.612585
 Onondaga		 Gray Television	MI	 Digital Full-Power - 316 kW	WILX		http://www.wilx.com/	stationindex	2018-08-02 14:55:24.612585
 Jackson		 Spartan TV	MI	 Digital Full-Power - 200 kW	WHTV		http://www.my18.tv/	stationindex	2018-08-02 14:55:24.612585
 East Lansing		 Michigan State University	MI	 Digital Educational Full-Power - 1230 kW	WKAR		http://www.wkar.org/	stationindex	2018-08-02 14:55:24.612585
 Lansing	" ""FOX 47"""	 Journal Broadcast Group	MI	 Digital Full-Power - 1350 kW	WSYM		http://www.fox47news.com/	stationindex	2018-08-02 14:55:24.612585
 Lansing	" ""ABC 53"""	 Freedom Broadcasting	MI	 Digital Full-Power - 1410 kW	WLAJ		http://www.abc53.com/	stationindex	2018-08-02 14:55:24.612585
 Augusta	" ""News Channel 6"""	 Nexstar Media Group	GA	 Digital Full-Power - 100 kW	WJBF		http://www.wjbf.com/	stationindex	2018-08-02 14:55:24.612585
 Augusta	" ""News 12"""	 Gray Television	GA	 Digital Full-Power - 316 kW	WRDW		http://www.wrdw.com/	stationindex	2018-08-02 14:55:24.612585
 Allendale	" ""etv"""	 Sout Carolina Educational TV Commission	SC	 Digital Educational Full-Power - 661 kW	WEBA		http://www.myetv.org/television/	stationindex	2018-08-02 14:55:24.612585
 Wrens	" ""GPB"""	 Georgia Public Telecommunications Commission	GA	 Digital Educational Full-Power - 4790 kW	WCES		http://www.gpb.org/public/	stationindex	2018-08-02 14:55:24.612585
 Augusta	" ""NBC 26 WAGT News"""	 Gray Television	GA	 Digital Class-A - 15 kW	WAGT-CD	 26.1 NBC, 26.2 CW	http://www.wrdw.com/nbc26	stationindex	2018-08-02 14:55:24.612585
 Augusta	" ""FOX 54"""	 Southeastern Media Holdings	GA	 Digital Full-Power - 2510 kW	WFXG		http://www.wfxg.com/	stationindex	2018-08-02 14:55:24.612585
 Peoria	" ""HOI News"""	 Barrington Broadcasting	IL	 Digital Full-Power - 2240 kW	WHOI		http://www.hoinews.com/	stationindex	2018-08-02 14:55:24.612585
 Peoria	" ""News 25"""	 Granite Broadcasting	IL	 Digital Full-Power - 2400 kW	WEEK		http://www.week.com/	stationindex	2018-08-02 14:55:24.612585
 Peoria	" ""News Channel 31"""	 Nexstar Broadcasting Group	IL	 Digital Full-Power - 800 kW	WMBD	 31.1 WMBD/CBS	http://www.wmbd.com/	stationindex	2018-08-02 14:55:24.612585
 Bloomington	" ""FOX 43"""	 Sinclair	IL	 Digital Full-Power - 1000 kW	WYZZ		http://www.wyzz43.com/	stationindex	2018-08-02 14:55:24.612585
 Peoria		 Illinois Valley Public Telecommunications	IL	 Digital Educational Full-Power - 1410 kW	WTVP		http://www.wtvp.org/	stationindex	2018-08-02 14:55:24.612585
 Peoria	" ""MY 59"""	 Four Seasons Broadcast Company	IL	 Digital Full-Power - 331 kW	WAOE		http://my59.tv/	stationindex	2018-08-02 14:55:24.612585
 Cheboygan	" ""7&4 NBC"""	 Barrington Broadcasting	MI	 Digital Full-Power - 100 kW	WTOM		http://www.tv7-4.com/	stationindex	2018-08-02 14:55:24.612585
 Traverse City	" ""7&4 NBC"""	 Barrington Broadcasting	MI	 Digital Full-Power - 316 kW	WPBN		http://www.tv7-4.com/	stationindex	2018-08-02 14:55:24.612585
 Sault Sainte Marie	" ""ABC 29 & 8"""	 Max Media	MI	 Digital Full-Power - 316 kW	WGTQ		http://www.wgtu.com/	stationindex	2018-08-02 14:55:24.612585
 Cadillac	" ""9&10 News"""	 Heritage Broadcasting	MI	 Digital Full-Power - 316 kW	WWTV		http://www.9and10news.com/	stationindex	2018-08-02 14:55:24.612585
 Sault Sainte. Marie	" ""9&10 News"""	 Heritage Broadcasting	MI	 Digital Full-Power - 316 kW	WWUP		http://www.9and10news.com/	stationindex	2018-08-02 14:55:24.612585
 Manistee	" ""WCMU"""	 Central Michigan University	MI	 Digital Educational Full-Power - 224 kW	WCMW		http://www.wcmu.org/	stationindex	2018-08-02 14:55:24.612585
 Cadillac	" ""WCMU"""	 Central Michigan University	MI	 Digital Educational Full-Power - 275 kW	WCMV		http://www.wcmu.org/	stationindex	2018-08-02 14:55:24.612585
 Traverse City	" ""ABC 29 & 8"""	 Max Media	MI	 Digital Full-Power - 1303 kW	WGTU		http://www.wgtu.com/	stationindex	2018-08-02 14:55:24.612585
 Cadillac	" ""FOX 33"""	 Rockfleet Broadcasting	MI	 Digital Full-Power - 776 kW	WFQX		http://www.fox33.com/	stationindex	2018-08-02 14:55:24.612585
 Selma	" ""CBS 8"""	 Alabama Broadcasting Partners	AL	 Digital Full-Power - 316 kW	WAKA		http://www.waka.com/	stationindex	2018-08-02 14:55:24.612585
 Montgomery	" ""WFSA 12"""		AL	 Digital Full-Power - 316 kW	WSFA		http://www.wsfa.com/	stationindex	2018-08-02 14:55:24.612585
 Montgomery	" ""FOX 20"""	 Woods Communications	AL	 Digital Full-Power - 617 kW	WCOV		http://www.wcov.com/	stationindex	2018-08-02 14:55:24.612585
 Tuskegee	" ""Montgomery's CW"""	 Bahakel Communications	AL	 Digital Full-Power - 65 kW	WBMM	 22.1 WBMM/CW, 22.2 ABC Montgomery	http://www.cwmontgomery.com/	stationindex	2018-08-02 14:55:24.612585
 Montgomery	" ""APT"""	 Alabama Educational Television	AL	 Digital Educational Full-Power - 1410 kW	WAIQ		http://www.aptv.org/	stationindex	2018-08-02 14:55:24.612585
 Selma		 Flinn Broadcasting	AL	 Digital Full-Power - 1000 kW	WBIH			stationindex	2018-08-02 14:55:24.612585
 Montgomery	" ""ABC Montgomery"""	 SagamoreHill Broadcasting	AL	 Digital Full-Power - 720 kW	WNCF	 32.1 WNCF/ABC	http://www.alabamanews.net/	stationindex	2018-08-02 14:55:24.612585
 Montgomery		 Trinity Broadcasting Network	AL	 Digital Full-Power - 500 kW	WMCF	 45.1 WMCF/TBN, 45.2 Church Channel, 45.3 JCTV, 45.4 Enlace USA, 45.5 Smile of a Child		stationindex	2018-08-02 14:55:24.612585
 Troy	" ""My 67"""	 Josie Park Broadcasting	AL	 Digital Full-Power - 2820 kW	WRJM		http://www.wrjm.com/	stationindex	2018-08-02 14:55:24.612585
 Corvallis	" ""OPB"""	 Oregon Public Broadcasting	OR	 Digital Educational Full-Power - 18.1 kW	KOAC	 7.1 OPB HD, 7.2 OPB Plus, 7.3 OPB Radio	http://www.opb.org/	stationindex	2018-08-02 14:55:24.612585
 Eugene			OR	 Digital Full-Power - 43.9 kW	KEZI		http://www.kezi.com/	stationindex	2018-08-02 14:55:24.612585
 Eugene		 Sinclair Broadcast Group	OR	 Digital Full-Power - 30.64 kW	KVAL		http://www.kval.com/	stationindex	2018-08-02 14:55:24.612585
 Eugene	" ""News Source 16"""	 Newport Television	OR	 Digital Full-Power - 1910 kW	KMTR		http://www.nbc16.com/	stationindex	2018-08-02 14:55:24.612585
 Eugene		 Oregon Public Broadcasting	OR	 Digital Educational Full-Power - 100 kW	KEPB	 28.1 OPB HD, 28.2 OPB Plus, 28.3 OPB Radio	http://www.opb.org/	stationindex	2018-08-02 14:55:24.612585
 Eugene		 California Oregon Broadcasting	OR	 Digital Full-Power - 3090 kW	KLSR		http://www.klsrtvfox.com/	stationindex	2018-08-02 14:55:24.612585
 Roseburg		 Better Life Television Network	OR	 Digital Full-Power - 42.7 kW	KTVC			stationindex	2018-08-02 14:55:24.612585
 Eugene	" ""Religious/KTVC"""	 Better Life Television Network	OR	 Digital Low-Power - 0.625 kW	KAMK-LD	 49.1 KAMK/Better Life TV		stationindex	2018-08-02 14:55:24.612585
 Valley City	" ""KRDK4"""	 Major Market Broadcasting	ND	 Digital Full-Power - 383 kW	KRDK	 4.1 Cozi TV, 4.2 BEK Sports, 4.3 Comet, 4.4 Decades, 4.5 Movies!, 4.6 Grit, 4.7 Escape, 4.8 Laff, 4.9 Heroes & Icons, 4.10 Buzzr		stationindex	2018-08-02 14:55:24.612585
 Fargo		 Forum Communications	ND	 Digital Full-Power - 100 kW	WDAY		http://www.wday.com/	stationindex	2018-08-02 14:55:24.612585
 Fargo		 Gray Television	ND	 Digital Full-Power - 356 kW	KVLY	 11.1 NBC, 11.2 CBS, 11.3 MeTV	http://www.valleynewslive.com/	stationindex	2018-08-02 14:55:24.612585
 Fargo	" ""Prairie Public Television"""	 Prairie Public Broadcasting	ND	 Digital Educational Full-Power - 245 kW	KFME		http://www.prairiepublic.org/	stationindex	2018-08-02 14:55:24.612585
 Fargo		 Red River Broadcasting	ND	 Digital Full-Power - 4170 kW	KVRR			stationindex	2018-08-02 14:55:24.612585
 Valley City	" ""KX4"""	 Gray Television	ND	 Digital Full-Power - 2 kW	KXJB		http://www.kx4.com/	stationindex	2018-08-02 14:55:24.612585
 Santa Barbara		 Smith Broadcasting	CA	 Digital Full-Power - 50 kW	KEYT		http://www.keyt.com/	stationindex	2018-08-02 14:55:24.612585
 San Luis Obispo		 Evening Post Publishing	CA	 Digital Full-Power - 100 kW	KSBY		http://www.ksby.com/	stationindex	2018-08-02 14:55:24.612585
 Santa Maria		 Cowles Publishing Company	CA	 Digital Full-Power - 115 kW	KCOY		http://www.kcoy.com/	stationindex	2018-08-02 14:55:24.612585
 San Luis Obispo	" ""FOX 11"""	 Cowles Publishing Company	CA	 Digital Class-A - 2 kW	KKFX-CD		http://www.kkfx.com/	stationindex	2018-08-02 14:55:24.612585
 San Luis Obispo		 Raul & Consuelo Palazuelos	CA	 Digital Full-Power - 80.4 kW	KTAS	 33.1 Telemundo		stationindex	2018-08-02 14:55:24.612585
 Santa Barbara		 entravision	CA	 Digital Full-Power - 1000 kW	KPMR	 38.1 KPMR/Univision, 38.2 Unimas		stationindex	2018-08-02 14:55:24.612585
 San Luis Obispo		 Northstar Media	CA	 Digital Class-A - 14 kW	KSBO-CD			stationindex	2018-08-02 14:55:24.612585
 Macon		 Tegna Media	GA	 Digital Full-Power - 316 kW	WMAZ		http://www.13wmaz.com/	stationindex	2018-08-02 14:55:24.612585
 Macon	" ""FOX 24"""	 Piedmont Television	GA	 Digital Full-Power - 1290 kW	WGXA		http://www.fox24.com/	stationindex	2018-08-02 14:55:24.612585
 Cochran	" ""GPB"""	 Georgia Public Broadcasting	GA	 Digital Educational Full-Power - 1000 kW	WDCO		http://www.gpb.org/	stationindex	2018-08-02 14:55:24.612585
 Macon		 Morris Multimedia	GA	 Digital Full-Power - 1050 kW	WMGT		http://www.wmgt.com/	stationindex	2018-08-02 14:55:24.612585
 Perry	" ""58 ABC"""	 Register Communications	GA	 Digital Full-Power - 1290 kW	WPGA		http://www.58abc.com/	stationindex	2018-08-02 14:55:24.612585
 Macon	" ""CTN Macon"""	 Christian Television Network	GA	 Digital Full-Power - 1150 kW	WGNM		http://www.wgnm.com/	stationindex	2018-08-02 14:55:24.612585
 Lafayette		 Evening Post Publishing	LA	 Digital Full-Power - 100 kW	KATC		http://www.katc.com/	stationindex	2018-08-02 14:55:24.612585
 Lafayette		 Nexstar Media Group	LA	 Digital Full-Power - 20.3 kW	KLFY		http://www.klfy.com/	stationindex	2018-08-02 14:55:24.612585
 Lafayette	" ""News 15"""	 Bayou City Broadcasting	LA	 Digital Full-Power - 800 kW	KADN	 15.1 Fox, 15.2 NBC, 15.3 MyNetworkTV	http://www.kadn.com/	stationindex	2018-08-02 14:55:24.612585
 Lafayette		 Delta Media	LA	 Class-A - 15 kW	KLFT-LP		http://www.klft21.com/	stationindex	2018-08-02 14:55:24.612585
 Opelousas		 Acadiana Cable Advertising	LA	 Digital Class-A - 15 kW	KDCG-CD	 22.1 Heroes & Icons, 22.2 Silent	http://www.kdcg.com/	stationindex	2018-08-02 14:55:24.612585
 Lafayette	" ""LPB"""	 Louisiana Public Broadcasting	LA	 Digital Educational Full-Power - 2090 kW	KLPB		http://www.lpb.org/	stationindex	2018-08-02 14:55:24.612585
 Lafayette	" ""FamilyVision"""	 Agape Broadcasters	LA	 Digital Class-A - 15 kW	KAJN-CD		http://familyvisiontv.com/	stationindex	2018-08-02 14:55:24.612585
 New Iberia	" ""CW 50"""	 Wilderness Communications	LA	 Digital Full-Power - 1000 kW	KLWB		http://www.yourcwtv.com/partners/lafayette/	stationindex	2018-08-02 14:55:24.612585
 Gonzales	" ""My 11"""		CA	 Low-Power - 3 kW	KOTR-LP		http://www.mytvmonterey.com/	stationindex	2018-08-02 14:55:24.612585
 Salinas		 Hearst Television	CA	 Digital Full-Power - 20.6 kW	KSBW		http://www.ksbw.com/	stationindex	2018-08-02 14:55:24.612585
 Templeton	" ""MundoMax KMBY 19"""	 Cocola Broadcasting	CA	 Digital Low-Power - 15 kW	KMBY-LD	 19.1 MundoMax/KMBY, 19.2 Estrella TV, 19.3 For Lease, 19.4 For Lease		stationindex	2018-08-02 14:55:24.612585
 Monterey	" ""Telemundo 23"""	 Cowles Publishing Company	CA	 Low-Power - 50 kW	KMUV-LP		http://www.telemundo23.com/	stationindex	2018-08-02 14:55:24.612585
 Watsonville		 Northern California Public Broadcasting	CA	 Digital Educational Full-Power - 81.1 kW	KQET	 25.1 KQET/PBS, 25.2 KTEH, 25.3 v-Me	http://www.kqet.com/	stationindex	2018-08-02 14:55:24.612585
 Monterey		 Cocola Broadcasting	CA	 Digital Low-Power - 5 kW	KYMB-LD	 27.1 This TV, 27.2 Me TV, 27.3 The Cool TV, 27.4 America One		stationindex	2018-08-02 14:55:24.612585
 Salinas/Monterey		 Entravision	CA	 Digital Class-A - 29 kW	KDJT-CD	 33.1 Unimas		stationindex	2018-08-02 14:55:24.612585
 Salinas		 Seal Rock Broadcasters	CA	 Digital Full-Power - 19.75 kW	KCBA		http://www.kcba.com/	stationindex	2018-08-02 14:55:24.612585
 Monterey	" ""Azteca 43"""		CA	 Low-Power - 150 kW	KMCE-LP		http://www.azteca43.tv/	stationindex	2018-08-02 14:55:24.612585
 Monterey		 Cowles Publishing Company	CA	 Digital Full-Power - 46 kW	KION		http://www.kionrightnow.com/	stationindex	2018-08-02 14:55:24.612585
 Monterey		 Entravision	CA	 Digital Full-Power - 1000 kW	KSMS			stationindex	2018-08-02 14:55:24.612585
 Bakersfield		 Univision	CA	 Class-A - 0.28 kW	KTFB-CA	 4.1 Unimas		stationindex	2018-08-02 14:55:24.612585
 Bakersfield			CA	 Low-Power - 3 kW	KKEY-LP			stationindex	2018-08-02 14:55:24.612585
 Caliente		 Cocola Broadcasting	CA	 Low-Power - 1 kW	KJOI-LP			stationindex	2018-08-02 14:55:24.612585
 Bakersfield		 High Plains Broadcasting	CA	 Digital Full-Power - 135 kW	KGET		http://www.kget.com/	stationindex	2018-08-02 14:55:24.612585
 Bakersfield	" ""Estrella TV KBBV 19"""	 Pappas Telecasting	CA	 Class-A - 15 kW	KBBV-CD	 19.1 KBBV/Estrella TV		stationindex	2018-08-02 14:55:24.612585
 Bakersfield		 E. W. Scripps Company	CA	 Digital Full-Power - 4.6 kW	KERO		http://www.turnto23.com/	stationindex	2018-08-02 14:55:24.612585
 Bakersfield		 Sinclair Broadcast Group	CA	 Digital Full-Power - 110 kW	KBAK	 29.1 CBS, 29.3 Grit, 58.2 Fox	http://www.bakersfieldnow.com/	stationindex	2018-08-02 14:55:24.612585
 Bakersfield		 Cocola Broadcasting	CA	 Digital Low-Power - 15 kW	KCBT-LD	 34.1 KCBT, 34.2 HSN, 34.3 Daystar, 34.4 For Lease, 34.5 Tvida Vision, 34.6 Aviva		stationindex	2018-08-02 14:55:24.612585
 Bakersfield		 Cocola Broadcasting	CA	 Low-Power - 150 kW	KBFK-LP			stationindex	2018-08-02 14:55:24.612585
 Bakersfield		 Diocese of Fresno	CA	 Low-Power - 65 kW	KNXT-LP		http://www.dioceseoffresno.org/knxt/	stationindex	2018-08-02 14:55:24.612585
 Bakersfield	" ""Univision Bakersfield"""	 Univision	CA	 Low-Power - 36 kW	KABE-LP			stationindex	2018-08-02 14:55:24.612585
 Bakersfield	" ""Azteca 42 Bakersfield"""	 E. W. Scripps Company	CA	 Low-Power - 35 kW	KZKC-LP			stationindex	2018-08-02 14:55:24.612585
 Caliente	" ""Jewelry Television"""	 Cocola Broadcasting	CA	 Low-Power - 150 kW	KPMC-LP			stationindex	2018-08-02 14:55:24.612585
 Bakersfield	" ""MY 45"""	 Univision Communications	CA	 Digital Full-Power - 620 kW	KUVI	 45.1 KUVI/My Network TV, 45.2 LATV	http://www.kuvi45.com/	stationindex	2018-08-02 14:55:24.612585
 Bakersfield	" ""FOX 58"""	 Sinclair Broadcast Group	CA	 Digital Class-A - 15 kW	KBFX-CD			stationindex	2018-08-02 14:55:24.612585
 Pendleton	" ""FOX 11"""	 Northwest Broadcasting	OR	 Digital Full-Power - 60 kW	KFFX		http://www.kffxtv.com/	stationindex	2018-08-02 14:55:24.612585
 Pasco		 Sinclair Broadcast Group	WA	 Digital Full-Power - 83 kW	KEPR	 29.1 CBS, 29.2 The CW	http://www.keprtv.com/	stationindex	2018-08-02 14:55:24.612585
 Yakima		 Cowles Publishing Company	WA	 Digital Full-Power - 150 kW	KNDO		http://www.kndo.com/	stationindex	2018-08-02 14:55:24.612585
 Richland	" ""KNDU NBC 25"""	 KHQ Television Group	WA	 Digital Full-Power - 150 kW	KNDU		http://www.kndu.com/	stationindex	2018-08-02 14:55:24.612585
 Yakima		 Sinclair Broadcast Group	WA	 Digital Full-Power - 100 kW	KIMA		http://www.kimatv.com/	stationindex	2018-08-02 14:55:24.612585
 Richland		 Washington State University	WA	 Digital Educational Full-Power - 47.6 kW	KTNW		http://www.ktnw.org/	stationindex	2018-08-02 14:55:24.612585
 Yakima	" ""KAPP 35 ABC"""	 Morgan Murphy Media	WA	 Digital Full-Power - 160 kW	KAPP		http://www.kapptv.com/	stationindex	2018-08-02 14:55:24.612585
 Kennewick	" ""KVEW 42 ABC"""	 Morgan Murphy Media	WA	 Digital Full-Power - 160 kW	KVEW		http://www.kvewtv.com/	stationindex	2018-08-02 14:55:24.612585
 Yakima		 KCTS Television	WA	 Digital Educational Full-Power - 50 kW	KYVE		http://www.kyve.org/	stationindex	2018-08-02 14:55:24.612585
 La Crosse	" ""News Channel 8"""		WI	 Digital Full-Power - 316 kW	WKBT		http://www.wkbt.com/	stationindex	2018-08-02 14:55:24.612585
 Eau Claire	" ""News Center 13"""	 Gray Television	WI	 Digital Full-Power - 316 kW	WEAU		http://www.weau.com/	stationindex	2018-08-02 14:55:24.612585
 Eau Claire	" ""ABC 18"""		WI	 Digital Full-Power - 912 kW	WQOW		http://www.wqow.com/	stationindex	2018-08-02 14:55:24.612585
 La Crosse	" ""ABC 19"""		WI	 Digital Full-Power - 631 kW	WXOW		http://www.wxow.com/	stationindex	2018-08-02 14:55:24.612585
 La Crescent	" ""TV 23"""		MN	 Class-A - 18.5 kW	KQEG-CA		http://www.kqegtv.com/	stationindex	2018-08-02 14:55:24.612585
 La Crosse	" ""FOX 25 / FOX 48"""	 Grant Broadcasting	WI	 Digital Full-Power - 562 kW	WLAX		http://www.fox25fox48.com/	stationindex	2018-08-02 14:55:24.612585
 Menomonie	" ""WPT"""	 Wisconsin Public Television	WI	 Digital Educational Full-Power - 1170 kW	WHWC		http://www.wpt.org/	stationindex	2018-08-02 14:55:24.612585
 La Crosse	" ""WPT"""	 Wisconsin Public Television	WI	 Digital Educational Full-Power - 1170 kW	WHLA		http://www.wpt.org/	stationindex	2018-08-02 14:55:24.612585
 Chippewa Falls	" ""FOX 25 / FOX 48"""	 Grant Broadcasting	WI	 Digital Full-Power - 1510 kW	WEUX		http://www.fox25fox48.com/	stationindex	2018-08-02 14:55:24.612585
 Columbus	" ""News 3"""	 Nexstar Media Group	GA	 Digital Full-Power - 100 kW	WRBL		http://www.wrbl.com/	stationindex	2018-08-02 14:55:24.612585
 Columbus	" ""News Leader 9"""	 Raycom	GA	 Digital Full-Power - 316 kW	WTVM		http://www.wtvm.com/	stationindex	2018-08-02 14:55:24.612585
 Columbus	" ""CTN"""	 Christian Television Network	GA	 Digital Class-A - 15 kW	WYBU-CD	 16.1 CTN		stationindex	2018-08-02 14:55:24.612585
 Columbus	" ""GPB"""	 Georgia Public Broadcasting	GA	 Digital Educational Full-Power - 1000 kW	WJSP		http://www.gpb.org/	stationindex	2018-08-02 14:55:24.612585
 Columbus	" ""NBC 38"""	 SagamoreHill Broadcasting	GA	 Digital Full-Power - 50 kW	WLTZ	 38.1 WLTZ/NBC, 38.2 The CW	http://www.wltz.com/	stationindex	2018-08-02 14:55:24.612585
 Columbus	" ""FOX 54"""		GA	 Digital Full-Power - 1000 kW	WXTX	 54.1 WXTX/FOX, 54.2 This TV	http://www.wxtx.com/	stationindex	2018-08-02 14:55:24.612585
 Opelika		 Pappas Telecasting	AL	 Digital Full-Power - 302 kW	WLGA	 66.1 WLGA		stationindex	2018-08-02 14:55:24.612585
 Corpus Christi		 Tegna Media	TX	 Digital Full-Power - 100 kW	KIII		http://www.kiiitv.com/	stationindex	2018-08-02 14:55:24.612585
 Corpus Christi		 Evening Post Publishing	TX	 Digital Full-Power - 100 kW	KRIS		http://www.kristv.com/	stationindex	2018-08-02 14:55:24.612585
 Corpus Christi	" ""Action 10 News"""	 SagamoreHill Broadcasting	TX	 Digital Full-Power - 39 kW	KZTV	 10.1 KZTV/CBS, 10.2 Telemundo	http://www.kztv10.com/	stationindex	2018-08-02 14:55:24.612585
 Corpus Christi		 South Texas Public Broadcasting System	TX	 Digital Educational Full-Power - 1480 kW	KEDT		http://www.kedt.org/	stationindex	2018-08-02 14:55:24.612585
 Corpus Christi		 Entravision	TX	 Digital Full-Power - 1450 kW	KORO			stationindex	2018-08-02 14:55:24.612585
 Corpus Christi		 Northstar Media	TX	 Low-Power - 14 kW	KYDF-LP			stationindex	2018-08-02 14:55:24.612585
 Corpus Christi	" ""FOX 38"""	 High Maintenance Broadcasting	TX	 Digital Full-Power - 1000 kW	KUQI		http://www.kuqitv.com/	stationindex	2018-08-02 14:55:24.612585
 Corpus Christi		 Entravision	TX	 Digital Class-A - 12.1 kW	KCRP-CD	 41.1 Unimas		stationindex	2018-08-02 14:55:24.612585
 Corpus Christi		 Pappas Telecasting	TX	 Class-A - 12.8 kW	KXCC-CA			stationindex	2018-08-02 14:55:24.612585
 Corpus Christi	" ""KDF"""	 Evening Post Publishing	TX	 Class-A - 10.2 kW	K47DF			stationindex	2018-08-02 14:55:24.612585
 Corpus Christi	" ""KAJA TV"""	 Evening Post Publishing	TX	 Low-Power - 21.7 kW	K68DJ			stationindex	2018-08-02 14:55:24.612585
 Redding		 Bluestone Television	CA	 Digital Full-Power - 25 kW	KRCR		http://www.krcrtv.com/	stationindex	2018-08-02 14:55:24.612585
 Redding		 North California Educational TV Association, Inc.	CA	 Digital Educational Full-Power - 15 kW	KIXE		http://www.kixe.org/	stationindex	2018-08-02 14:55:24.612585
 Chico		 One Ministries	CA	 Digital Low-Power - 0.3 kW	K11VZ-D			stationindex	2018-08-02 14:55:24.612585
 Chico		 Catamount Broadcast Group	CA	 Digital Full-Power - 235 kW	KHSL	 12.1 KHSL/CBS, 12.2 CW	http://www.khsltv.com/	stationindex	2018-08-02 14:55:24.612585
 Paradise	" ""FOX 20"""	 Esteem Broadcasting	CA	 Digital Full-Power - 172 kW	KCVU	 20.1 Fox, 20.2 This TV	http://kcvufox20.com/	stationindex	2018-08-02 14:55:24.612585
 Redding	" ""My 21"""	 Bonten Media Group	CA	 Digital Low-Power - 6 kW	KRVU-LP			stationindex	2018-08-02 14:55:24.612585
 Chico	" ""My 21/KRVU-LP"""	 Bonten Media Group	CA	 Digital Low-Power - 60 kW	KZVU-LP			stationindex	2018-08-02 14:55:24.612585
 Redding		 One Ministries	CA	 Digital Class-A - 15 kW	KRDT-CD	 23.1 Better Life (3ABN 7th Day Adventist), 23.2 Better Life Health, 23.3 Better Life Sermons, 23.4 Better Life / 3ABN in Spanish, 23.5 God TV, 23.6 Daystar, 23.7 American Uncensored News, 23.8 North Bay TV (K49KS-D)		stationindex	2018-08-02 14:55:24.612585
 Chico		 Catamount Broadcast Group	CA	 Digital Full-Power - 235 kW	KNVN		http://www.knvn.com/	stationindex	2018-08-02 14:55:24.612585
 Red Bluff	" ""Univision 27"""	 Sainte	CA	 Low-Power - 67 kW	KUCO-LP		http://www.univision27.com/	stationindex	2018-08-02 14:55:24.612585
 Redding		 Cocola Broadcasting	CA	 Low-Power - 30 kW	KRHT-LP			stationindex	2018-08-02 14:55:24.612585
 Amarillo		 Amarillo Junior College	TX	 Digital Educational Full-Power - 100 kW	KACV		http://www.kacv.org/	stationindex	2018-08-02 14:55:24.612585
 Amarillo	" ""NBC 4"""	 Nexstar	TX	 Digital Full-Power - 100 kW	KAMR		http://www.kamr.com/	stationindex	2018-08-02 14:55:24.612585
 Amarillo	" ""Pronews 7"""	 Barrington Broadcasting	TX	 Digital Full-Power - 316 kW	KVII		http://www.kvii.com/	stationindex	2018-08-02 14:55:24.612585
 Amarillo	" ""News Channel 10"""	 Panhandle Telecasting	TX	 Digital Full-Power - 316 kW	KFDA		http://www.newschannel10.com/	stationindex	2018-08-02 14:55:24.612585
 Amarillo	" ""FOX 14"""	 Mission Broadcasting	TX	 Digital Full-Power - 1290 kW	KCIT		http://www.fox14.tv/	stationindex	2018-08-02 14:55:24.612585
 Amarillo		 Northstar Media	TX	 Low-Power - 22 kW	KAMM-LP			stationindex	2018-08-02 14:55:24.612585
 Borger	" ""Univision Amarillo"""	 Equity Media Holdings	TX	 Digital Full-Power - 700 kW	KEYU			stationindex	2018-08-02 14:55:24.612585
 Amarillo		 Northstar Media	TX	 Low-Power - 150 kW	KTXD-LP			stationindex	2018-08-02 14:55:24.612585
 Amarillo	" ""Unimas Amarillo"""	 Drewry Communications Group	TX	 Low-Power - 150 kW	KAMT-LP	 50.1 Unimas		stationindex	2018-08-02 14:55:24.612585
 Rockford	" ""WREX 13 NBC"""	 Quincy Newspapers	IL	 Digital Full-Power - 316 kW	WREX		http://www.wrex.com/	stationindex	2018-08-02 14:55:24.612585
 Rockford		 Mission Broadcasting	IL	 Digital Full-Power - 646 kW	WTVO		http://www.wtvo.com/	stationindex	2018-08-02 14:55:24.612585
 Freeport		 Gray Television	IL	 Digital Full-Power - 676 kW	WIFR		http://www.wifr.com/	stationindex	2018-08-02 14:55:24.612585
 Rockford	" ""FOX 39"""	 Nexstar	IL	 Digital Full-Power - 1050 kW	WQRF		http://www.fox39.com/	stationindex	2018-08-02 14:55:24.612585
 Mississippi State	" ""MPB"""	 Mississippi Public Broadcasting	MS	 Digital Educational Full-Power - 8 kW	WMAB	 2.1 PBS/MPB, 2.2 PBS HD, 2.3 Create	http://www.mpbonline.org/	stationindex	2018-08-02 14:55:24.612585
 Columbus		 Morris Multimedia	MS	 Digital Full-Power - 708 kW	WCBI	 4.1 WCBI/CBS, 4.2 MyNetworkTV, 4.3 CW	http://www.wcbi.com/	stationindex	2018-08-02 14:55:24.612585
 Tupelo			MS	 Digital Full-Power - 16 kW	WTVA	 9.1 WTVA/NBC, 9.2 Me TV	http://www.wtva.com/	stationindex	2018-08-02 14:55:24.612585
